tt0009466,Out West,short,1918,25,Comedy Short Western,6.4,1280,nm0000779,director
tt0009470,Over the Top,movie,1918,90,Drama War,6.1,20,nm0636076,director
tt0009471,An Ozark Romance,short,1918,10,Comedy Short,5.7,15,nm0332531,director
tt0009475,A Pair of Silk Stockings,movie,1918,60,Comedy Romance,5.2,529,nm0250445,director
tt0009480,The Passing of the Third Floor Back,movie,1918,66,Drama,6.1,22,nm0107543,director
tt0009482,Peck's Bad Girl,movie,1918,50,Comedy,6.8,14,nm0316794,director
tt0009489,Pershing's Crusaders,short,1918,37,Documentary Short War,5.1,14,nm11133308,director
tt0009492,A Petticoat Pilot,movie,1918,50,Comedy Drama,7.3,31,nm0836316,director
tt0009494,The Phantom Riders,movie,1918,50,Western,4.3,52,nm0000406,director
tt0009522,Proekt inzhenera Prayta,short,1918,30,Short,5.6,143,nm0474487,director
tt0009523,Prunella,movie,1918,50,Romance,5.8,24,nm0869665,director
tt0009524,The Prussian Cur,movie,1918,70,Drama War,4.7,16,nm0909825,director
tt0009527,Queen of the Sea,movie,1918,50,Adventure Fantasy Romance,6.7,24,nm0012317,director
tt0009543,Revelation,movie,1918,70,Drama Romance,8.0,18,nm0048478,director
tt0009544,Revenge,movie,1918,70,Western,7.8,38,nm0115218,director
tt0009546,Revolutionens datter,movie,1918,52,Comedy Drama Romance,5.4,37,nm0321652,director
tt0009549,Rich Man  Poor Man,movie,1918,50,Drama Romance,6.2,22,nm0205986,director
tt0009550,Riddle Gawne,movie,1918,50,Action Western,7.2,73,nm0366586,director
tt0009551,Riders of the Night,movie,1918,50,Drama,7.8,18,nm0172413,director
tt0009552,Riders of the Purple Sage,movie,1918,57,Western,6.0,21,nm0515979,director
tt0009554,The Risky Road,movie,1918,50,Drama,5.3,22,nm0661844,director
tt0009557,The Toboggan Cavalier,short,1918,30,Comedy Short,5.1,15,nm0523932,director
